nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0793840,Akiyuki Shinbô,1961,\N,"director,writer,animation_department","tt1773185,tt2457282,tt1480925,tt5274556"
nm0793881,Kaneto Shindô,1912,2012,"writer,director,art_director","tt1641397,tt0056049,tt0113186,tt0071163"
nm0793944,Takehiko Shinjô,\N,\N,director,"tt32046462,tt6946370,tt1401656,tt0872022"
nm0793983,Masahiro Shinoda,1931,2025,"director,writer,visual_effects","tt0064975,tt0076124,tt0067755,tt0275362"
nm0793999,Tooru Shinohara,1936,\N,"writer,producer","tt0283693,tt4165204,tt0305826,tt0226872"
nm0794000,Toshiya Shinohara,\N,\N,"director,art_department,writer","tt7339826,tt0189973,tt3104236,tt0396659"
nm0794221,Yoshio Shirasaka,1932,2015,"writer,actor","tt0287648,tt1935157,tt10334244,tt31549962"
nm0794280,Adam Shirk,1887,1931,writer,"tt2349765,tt0164686,tt0032215,tt0014753"
nm0794326,John Shirley,1953,\N,"writer,script_department,soundtrack","tt0109506,tt0111255,tt1877889,tt0118475"
nm0794385,Shirow Masamune,1961,\N,"writer,animation_department,art_department","tt0347246,tt1219827,tt0113568,tt0158591"
nm0794531,Viktor Shklovskiy,1893,1984,"writer,actor,miscellaneous","tt0261008,tt0023256,tt0018505,tt0017271"
nm0794768,Seyed Mehdi Shojai,\N,\N,"writer,actor","tt0117315,tt5331184,tt13765128,tt0103760"
nm0794791,Jack Sholder,1945,\N,"director,writer,editor","tt0093185,tt0089686,tt0098188,tt0271972"
nm0794793,Lee Sholem,1913,2000,"director,assistant_director,miscellaneous","tt0044091,tt0050497,tt0048328,tt0041947"
nm0794804,Mikhail Sholokhov,1905,1984,"writer,miscellaneous,archive_footage","tt0053317,tt0021476,tt0031802,tt0051082"
nm0794900,Sol Shor,1913,1985,"writer,archive_footage","tt0038435,tt0042873,tt0043758,tt0032832"
nm0794960,Simon Shore,1959,\N,"director,producer,writer","tt0162973,tt2780146,tt0144796,tt0382382"
nm0794971,Del Shores,1957,\N,"producer,writer,director","tt0204640,tt5634960,tt2729818,tt0262985"
nm0795084,Michael Short,\N,\N,"writer,producer,miscellaneous","tt3526078,tt0098851,tt0081925,tt0085085"
nm0795370,Anita Shreve,1946,2018,"writer,producer","tt0210382,tt0306011,tt0289390,tt14641572"
nm0795407,Wil Shriner,1953,\N,"writer,director,actor","tt0453494,tt0106004,tt0055708,tt0446533"
nm0795461,Dennis Shryack,1936,2016,"writer,producer","tt0089767,tt0076070,tt0098536,tt0075809"
nm0795516,Ping Shu,\N,\N,"writer,script_department,miscellaneous","tt1533117,tt1456660,tt1459986,tt0769507"
nm0795575,Takeshi Shudô,1949,2010,"writer,miscellaneous","tt0190641,tt0210234,tt0235679,tt26669867"
nm0795651,Dilip Shukla,\N,\N,"writer,director","tt1620719,tt0109117,tt2112131,tt0416120"
nm0795652,K.K. Shukla,\N,\N,writer,"tt0082797,tt0079963,tt0099929,tt0085361"
nm0795661,Saurabh Shukla,1963,\N,"actor,writer,director","tt2338151,tt2621000,tt5982852,tt2372222"
nm0795664,Vinay Shukla,\N,\N,"writer,director,actor","tt0233808,tt1388903,tt36106761,tt0306840"
nm0795694,Barbara Shulgasser,\N,\N,"writer,actress,art_department","tt0110907,tt0113612,tt40428622"
nm0795730,Irving Shulman,1913,1995,writer,"tt0048545,tt0059252,tt0045619,tt0049836"
nm0795864,Herman Shumlin,1898,1979,"miscellaneous,director,writer","tt0053946,tt0036515,tt0033836,tt0037610"
nm0795908,Alex Yang,1965,\N,"writer,producer,director","tt0465636,tt0451245,tt0101985,tt5603022"
nm0795953,Ronald Shusett,1935,2024,"writer,producer,script_department","tt0078748,tt0090605,tt0100802,tt1386703"
nm0795975,Joe Shuster,1914,1992,"writer,miscellaneous,art_department","tt0078346,tt0770828,tt12361974,tt6443346"
nm0795990,Neal Shusterman,\N,\N,"writer,producer","tt1765510,tt0106761,tt0111987,tt1634144"
nm0796009,Nevil Shute,1899,1960,"writer,archive_footage","tt0053137,tt0043859,tt0027904,tt0049871"
nm0796065,Evgeniy Shvarts,1896,1958,writer,"tt0176875,tt0058423,tt0239691,tt0217841"
nm0796073,Mikhail Shvejtser,1920,2000,"director,writer,actor","tt0104589,tt5137470,tt0054449,tt0063845"
nm0796117,M. Night Shyamalan,1970,\N,"producer,director,writer","tt0286106,tt0452637,tt0368447,tt0167404"
nm0796119,Shyamaprasad,1960,\N,"director,actor,writer","tt0997170,tt0416463,tt1920913,tt0205727"
nm0796124,Charles Shyer,1941,2024,"writer,producer,assistant_director","tt0081375,tt0375173,tt0101862,tt0076729"
nm0796361,Harald Sicheritz,1958,\N,"director,writer,actor","tt0150918,tt0148650,tt0113115,tt0806910"
nm0796477,Andy Sidaris,1931,2007,"director,actor,writer","tt0089539,tt0070727,tt0079882,tt0104391"
nm0796503,Javed Siddiqui,1942,\N,"writer,animation_department,assistant_director","tt0106333,tt0112870,tt0109555,tt0254481"
nm0796504,Siddique,1962,2023,"writer,director,assistant_director","tt1729637,tt0242519,tt9101540,tt1821478"
nm0796645,George Sidney,1916,2002,"director,producer,actor","tt0045125,tt0046564,tt0044030,tt0039116"
nm0796710,Abdulah Sidran,1944,2024,"writer,script_department,actor","tt0089748,tt0083089,tt0097690,tt0117555"
nm0796864,Marcos Siega,\N,\N,"producer,director,production_department","tt33043892,tt31216548,tt7335184,tt15203646"
nm0796903,Bill Siegel,1962,2018,"director,producer,miscellaneous","tt0343168,tt2489734,tt0486531,tt0110057"
nm0796915,David Siegel,\N,\N,"producer,director,writer","tt0108260,tt0250323,tt1932767,tt13656980"
nm0796923,Don Siegel,1912,1991,"director,producer,editorial_department","tt0066999,tt0049366,tt0079116,tt0067588"
nm0796928,Eric Siegel,\N,\N,"producer,actor,writer","tt4877122,tt1809194,tt1942919,tt0117119"
nm0796950,Jerry Siegel,1914,1996,"writer,miscellaneous,art_department","tt0078346,tt0770828,tt12361974,tt6443346"
nm0797213,Harald Siepermann,1960,2013,"animation_department,art_department,writer","tt0133240,tt0461770,tt0120855,tt0084649"
nm0797321,Brian Sieve,\N,\N,"writer,actor,producer","tt5734576,tt3921180,tt1567432,tt1204883"
nm0797327,Christian Sievers,\N,\N,"writer,actor,assistant_director","tt0118138,tt0184005,tt0163001,tt0485815"
nm0797604,Sjón,1962,\N,"writer,producer,soundtrack","tt11138512,tt9812474,tt0168629,tt0461958"
nm0797672,Slobodan Sijan,1946,\N,"director,writer,miscellaneous","tt0076276,tt0084302,tt0087123,tt0085769"
nm0797792,Giorgio Silvagni,\N,\N,"producer,writer","tt0114863,tt0085213,tt0156794,tt0366721"
nm0797854,Joel Silberg,1927,2013,"director,writer,assistant_director","tt0076139,tt0099969,tt0137110,tt0074766"
nm0797869,Brad Silberling,1963,\N,"director,writer,producer","tt0120632,tt0339291,tt0179098,tt0112642"
nm0797962,Megan Siler,\N,\N,"director,writer,producer","tt0113818,tt1123894,tt0136941"
nm0798033,James R. Silke,1931,2025,"writer,camera_department,costume_designer","tt0089421,tt0092615,tt0087805,tt0086192"
nm0798103,Stirling Silliphant,1918,1996,"writer,miscellaneous,producer","tt0061811,tt0072308,tt0069113,tt0062794"
nm0798595,Breno Silveira,1964,2022,"writer,director,producer","tt0439547,tt13354188,tt2478746,tt5822138"
nm0798628,Heikki Silvennoinen,1954,2024,"actor,writer,composer","tt0113580,tt0174404,tt0133906,tt2901962"
nm0798646,Amanda Silver,1963,\N,"writer,producer,actress","tt1318514,tt0369610,tt1630029,tt2103281"
nm0798749,Marisa Silver,\N,\N,"director,writer","tt0087837,tt0102011,tt0100879,tt0095853"
nm0798788,Scott Silver,\N,\N,"writer,producer,script_department","tt7286456,tt0964517,tt11315808,tt0116714"
nm0798926,Joel Silverman,\N,\N,"writer,producer,director","tt0246108,tt0456014,tt0382142,tt0379754"
nm0799015,Sid Silvers,1901,1976,"writer,actor,director","tt0027387,tt0024910,tt0026144,tt0044158"
nm0799061,Sheldon Silverstein,\N,\N,"producer,writer,director","tt7344288,tt0110262,tt0810444,tt0072946"
nm0799403,Ben Simcoe,\N,\N,writer,"tt0051959,tt0179686,tt0041501,tt0042098"
nm0799442,Georges Simenon,1903,1989,"writer,miscellaneous,archive_footage","tt0050669,tt0041628,tt0067943,tt0038824"
nm0799457,Lewis Simeon,\N,\N,writer,tt0056415
nm0799693,Brett Simmons,1982,\N,"director,producer,writer","tt8998472,tt10207090,tt1504403,tt2996684"
nm0799841,Matty Simmons,1926,2020,"producer,writer,miscellaneous","tt0085995,tt0077975,tt0120434,tt0089670"
nm0799871,Redbeard Simmons,\N,\N,writer,"tt0100129,tt1016270,tt0169595"
nm0799972,Jay Simms,\N,\N,writer,"tt0056331,tt0052969,tt0067669,tt0052846"
nm0800048,Adam Simon,\N,\N,"writer,producer,director","tt2963254,tt9315054,tt11242218,tt0492044"
nm0800098,Claire Simon,1955,\N,"director,writer,cinematographer","tt1182257,tt4741648,tt0120124,tt2127315"
nm0800124,Ellen Simon,1957,\N,"writer,script_department","tt0117247,tt0113851,tt0092492,tt0123338"
nm0800140,Frank Simon,\N,\N,"director,cinematographer,writer","tt0068178,tt0075836,tt0063477,tt6461180"
nm0800209,Joe Simon,1913,2011,"writer,miscellaneous,archive_footage","tt20969586,tt1843866,tt2250912,tt0458339"
nm0800294,Mayo Simon,1928,\N,writer,"tt0074559,tt0064639,tt0070531,tt0075533"
nm0800319,Neil Simon,1927,2018,"writer,producer,actor","tt0063374,tt0074937,tt0076095,tt0073766"
nm0800363,Roger L. Simon,1943,\N,"writer,director","tt1554091,tt0077233,tt0097276,tt0119930"
nm0800548,Giovanni Simonelli,1926,2007,"writer,assistant_director,actor","tt0054765,tt0056997,tt0057485,tt0087607"
nm0800631,Albert Simonin,1905,1980,"writer,actor,miscellaneous","tt0057344,tt0103893,tt0084434,tt0758766"
nm0800692,Edward Simons,1945,\N,"producer,miscellaneous,writer","tt0104692,tt1727770,tt0116839,tt0097100"
nm0800791,Louise Simonson,1946,\N,"writer,miscellaneous,archive_footage","tt0120207,tt1641384,tt7167686,tt4031218"
nm0800971,Don Simpson,1943,1996,"producer,actor,writer","tt0099371,tt0086960,tt0117500,tt0112442"
nm0800985,Edward Simpson,\N,\N,writer,"tt0098205,tt0066080,tt0840891,tt0447779"
nm0801026,Helen Simpson,1897,1940,writer,"tt0028212,tt0021128,tt0021165,tt0042004"
nm0801040,Jane Simpson,\N,\N,"director,editor,producer","tt0114614,tt0116897,tt0114016,tt0082763"
nm0801055,John Simpson,\N,\N,"writer,director","tt0363095,tt0476958,tt1492179,tt0138804"
nm0801157,Peter R. Simpson,1943,2007,"producer,director,writer","tt0090779,tt0091475,tt0288909,tt0120001"
nm0801327,Jeremy Sims,1966,\N,"actor,director,writer","tt3680410,tt1418646,tt0101059,tt0116604"
nm0801543,Osman Sinav,1956,2025,"director,producer,writer","tt0426672,tt7932896,tt0421384,tt0427425"
nm0801586,Charles Sinclair,1924,2017,"writer,actor","tt0051247,tt0041037,tt0075343,tt0050246"
nm0801647,John Sinclair,1900,1945,"actor,stunts,writer","tt0025950,tt0132946,tt0024119,tt0017310"
nm0801737,Upton Sinclair,1878,1968,"writer,producer,archive_footage","tt0469494,tt0011475,tt11823258,tt2262257"
nm0801870,Singeetam Srinivasa Rao,1931,\N,"director,writer,actor","tt0251355,tt0264537,tt0249797,tt0252196"
nm0801885,André Singer,\N,\N,"producer,miscellaneous,director","tt3455822,tt5967014,tt1843894,tt0145046"
nm0801916,Craig Singer,\N,\N,"director,producer,writer","tt0203536,tt0433963,tt1230211,tt5696066"
nm0802020,Randi Mayem Singer,\N,\N,"producer,writer,script_department","tt0107614,tt0207889,tt0808510,tt0112009"
nm0802058,Thomas Singer,\N,\N,"writer,producer","tt0079514,tt0085937"
nm0802086,Anurag Singh,\N,\N,"miscellaneous,cinematographer,assistant_director","tt0441048,tt0136352,tt0249588,tt1202540"
nm0802143,K.K. Singh,\N,\N,"writer,director,actor","tt0110280,tt0395802,tt0926204,tt0338477"
nm0802248,Tarsem Singh,1961,\N,"director,producer,writer","tt0460791,tt0209958,tt1667353,tt26542557"
nm0802326,Ralph S. Singleton,1940,\N,"production_manager,producer,assistant_director","tt0083395,tt0119731,tt0116830,tt0109444"
nm0802354,Stephen Singular,1950,2024,"writer,actor","tt0096219,tt0113629,tt3756722,tt15744640"
nm0802377,Tapan Sinha,1924,2009,"director,writer,composer","tt0290421,tt0049393,tt0345177,tt0061753"
nm0802501,Bruce Sinofsky,1956,2015,"director,producer,editor","tt0103888,tt0387412,tt0239894,tt0117293"
nm0802561,Curt Siodmak,1902,2000,"writer,director,producer","tt0204079,tt0035899,tt0034398,tt0032635"
nm0802563,Robert Siodmak,1900,1973,"director,writer,producer","tt0050746,tt0038669,tt0048542,tt0053229"
nm0802692,Raj N. Sippy,\N,\N,"director,assistant_director,producer","tt0215911,tt0084630,tt0104927,tt0361773"
nm0802693,Ramesh Sippy,1947,\N,"director,producer,actor","tt0073707,tt0152256,tt0081491,tt0115042"
nm0802859,Louis-Charles Sirjacq,\N,\N,"writer,actor,miscellaneous","tt0084358,tt1669798,tt0306734,tt0099570"
nm0802862,Douglas Sirk,1897,1987,"director,writer,assistant_director","tt0028225,tt0029819,tt0052918,tt0050171"
nm0802995,Greg Sestero,1978,\N,"actor,producer,writer","tt0368226,tt3521126,tt6155194,tt14174586"
nm0803020,Charlie Siskel,\N,\N,"producer,writer,director","tt2714900,tt6032170,tt2141913,tt0412118"
nm0803066,Abderrahmane Sissako,1961,\N,"director,writer,producer","tt3409392,tt0157160,tt0308363,tt0814666"
nm0803203,Rob Sitch,1962,\N,"producer,writer,actor","tt0108780,tt1242819,tt3163562,tt0205873"
nm0803314,Stephen Shiu,\N,\N,"producer,writer,miscellaneous","tt0101490,tt6189022,tt0105381,tt0097618"
nm0803350,Sangeeth Sivan,1958,2024,"director,producer,writer","tt0290937,tt0279986,tt0275778,tt0493437"
nm0803366,Vaughan Sivell,1976,\N,"producer,actor,writer","tt3726252,tt13283466,tt6555906,tt5992302"
nm0803705,Victor Sjöström,1879,1960,"director,actor,writer","tt0050986,tt0012364,tt0008879,tt0008663"
nm0803711,Maj Sjöwall,1935,2020,"writer,actress,script_department","tt0074857,tt0062023,tt0107511,tt0907683"
nm0803931,Petter Skavlan,1956,\N,"writer,director,producer","tt1613750,tt3282076,tt3300980,tt8679726"
nm0804019,Geoffrey Skelton,1916,1998,writer,tt0060668
nm0804043,Paul Skemp,\N,\N,"actor,writer","tt0113101,tt0113014,tt0102559,tt0447702"
nm0804408,Erik Skjoldbjærg,1964,\N,"writer,director,producer","tt4192998,tt0119375,tt1337366,tt0278504"
nm0804466,Zachary Sklar,\N,\N,writer,"tt0102138,tt0428532,tt1823126,tt0103801"
nm0804592,Jerzy Skolimowski,1938,\N,"actor,writer,director","tt0848228,tt19652910,tt3865478,tt1561768"
nm0804820,Ivo Skrabalo,1934,2011,"writer,director,actor","tt0066461,tt34621133,tt0171681,tt0084346"
nm0804847,Jan Skrentny,\N,\N,"writer,director,assistant_director","tt0132245,tt0985117,tt1220975,tt0082814"
nm0804862,Suncana Skrinjaric,1931,2004,writer,"tt0268282,tt36412877,tt0333215,tt1649313"
nm0805073,Antonio Skármeta,1940,2024,"writer,actor,director","tt0085179,tt0110877,tt2059255,tt15920912"
nm0805340,Barney Slater,1923,1978,writer,"tt0051087,tt0047041,tt0060009,tt0058824"
nm0805500,Robert F. Slatzer,1927,2005,"writer,director,actor","tt0065470,tt0061759,tt0046615,tt0073416"
nm0805554,Vladimir Slavica,\N,\N,"director,writer,producer","tt39849586,tt0109178,tt0243129,tt0158610"
nm0805635,Leigh Scott,1972,\N,"producer,writer,director","tt0811011,tt0960835,tt1328910,tt3400060"
nm0805748,Henry Slesar,1927,2002,writer,"tt0048860,tt0052520,tt0047708,tt0057765"
nm0805751,Maciej Slesicki,1966,\N,"producer,writer,director","tt30415198,tt0114626,tt1808617,tt15311450"
nm0805756,Tess Slesinger,1905,1945,writer,"tt0038190,tt0028661,tt0034467,tt0034092"
nm0805965,Holly Goldberg Sloan,1958,\N,"writer,producer,director","tt0109127,tt0112499,tt0165086,tt20254700"
nm0806002,Paul Sloan,1970,\N,"actor,writer,producer","tt1027747,tt3903852,tt0277296,tt9419834"
nm0806099,Moris Slobodskoy,1913,1991,"writer,music_department,soundtrack","tt0039954,tt0060584,tt0059550,tt0062759"
nm0806256,Shawn Slovo,1950,\N,"writer,miscellaneous,producer","tt0096464,tt0437232,tt2061756,tt0238112"
nm0806416,Adam Small,\N,\N,"writer,producer,miscellaneous","tt3063516,tt5486088,tt0098830,tt9181662"
nm0806492,Leslie Small,\N,\N,"director,producer,editor","tt0382561,tt14151720,tt0277370,tt29079354"
nm0806736,Bob Smeaton,\N,\N,"director,actor,writer","tt0111893,tt0367528,tt0364151,tt36956078"
nm0806808,Fester Smellman,\N,\N,writer,tt0093833
nm0806912,Robert Smigel,1960,\N,"writer,producer,actor","tt0072562,tt5755238,tt0106052,tt0272338"
nm0806915,Jack Smight,1925,2003,"director,producer,actor","tt0064473,tt0049992,tt0060490,tt0052520"
nm0807070,Avdotya Smirnova,1969,\N,"writer,producer,director","tt8320378,tt1945081,tt0831865,tt2403899"
nm0807243,Alex Smith,1967,\N,"producer,writer,director","tt5420886,tt0266971,tt1829057,tt10723268"
nm0807308,Andrew Smith,\N,\N,"writer,miscellaneous,actor","tt0094321,tt0123366,tt0079510,tt0118437"
nm0807312,Andrew J. Smith,1967,\N,"director,writer,producer","tt5420886,tt0266971,tt1829057,tt10723268"
nm0807421,Ben Smith,\N,\N,"producer,writer,director","tt0120738,tt18412256,tt8151874,tt3159566"
nm0807573,Bud S. Smith,1935,2024,"editor,editorial_department,producer","tt0085549,tt0090180,tt0120458,tt0070047"
nm0807667,Charles Henry Smith,1866,1942,"writer,actor,production_department","tt0017925,tt0016630,tt0012691,tt0013440"
nm0807687,Chris Smith,1970,\N,"director,producer,cinematographer","tt11823076,tt9412098,tt7214762,tt0181288"
nm0807714,Christopher J. Smith,\N,\N,"actor,producer,writer","tt5719510,tt2235372,tt1426329,tt5719360"
nm0807977,Dodie Smith,1896,1990,"writer,actress,archive_footage","tt3228774,tt0055254,tt0115433,tt0211181"
nm0808051,Dwayne Alexander Smith,\N,\N,"director,writer,producer","tt1212985,tt13690296,tt3259178,tt11262770"
nm0808136,Emile Edwin Smith,1971,\N,"visual_effects,director,writer","tt0379786,tt0426592,tt0119395,tt0314979"
nm0808211,Forry Smith,1952,\N,"actor,writer,soundtrack","tt0106770,tt0109254,tt0277434,tt1028576"
nm0808414,Harold Jacob Smith,1912,1970,"writer,actor","tt0051525,tt0053946,tt0051581,tt0050903"
nm0808657,Jeff Smith,\N,\N,writer,tt0059464
nm0809006,Kirsten Smith,1970,\N,"writer,producer,miscellaneous","tt9134194,tt0852713,tt0147800,tt1142988"
nm0809138,Lonon F. Smith,\N,\N,"writer,actor,director","tt0083801,tt4174550,tt0090481,tt0094770"
nm0809207,Marcia Smith,\N,\N,"producer,writer,miscellaneous","tt0094416,tt1352851,tt12482898,tt27862809"
nm0809236,Mark Smith,\N,\N,writer,tt0069851
nm0809252,Martin Smith,\N,\N,"producer,director,writer","tt1528548,tt0315428,tt0185129,tt0071075"
nm0809321,Mel Smith,1952,2013,"actor,writer,producer","tt0093779,tt0089670,tt0088475,tt0080253"
nm0809424,Murray Smith,\N,2003,"writer,producer,script_department","tt0077086,tt0099231,tt0075188,tt0078836"
nm0809548,Paul Gerard Smith,1894,1968,"writer,actor,director","tt0032759,tt0034911,tt0034232,tt0036917"
nm0809731,Robert Smith,\N,\N,"writer,producer","tt0044750,tt0044013,tt0045465,tt0047767"
nm0809732,Robert Smith,1954,\N,writer,"tt0100975,tt0086610,tt0088679,tt0098835"
nm0809759,Robert Kimmel Smith,1930,2020,writer,"tt4532038,tt28388302,tt0272370,tt0110181"
nm0809877,Sarah Smith,\N,\N,"producer,writer,director","tt7504818,tt1430607,tt0294004,tt1430626"
nm0809895,Scott B. Smith,1965,\N,"writer,producer","tt0120324,tt0963794,tt8291284,tt6494418"
nm0809899,Scott Marshall Smith,1958,2020,"writer,director,producer","tt0203019,tt0227445,tt4651666,tt2247476"
nm0809949,Shelley Smith,1912,1998,writer,"tt0053361,tt0057463,tt0047756,tt0126469"
nm0810316,Wayne Smith,\N,\N,writer,"tt0115610,tt2180873"
nm0810324,Webb Smith,1887,1951,"writer,animation_department,archive_footage","tt0033563,tt0029583,tt0032910,tt0032455"
nm0810602,Ladislav Smoljak,1931,2010,"writer,actor,director","tt0077821,tt0093607,tt0085748,tt2435106"
nm0810706,Brian Smrz,\N,\N,"director,assistant_director,stunts","tt5442456,tt0337978,tt1877832,tt1300854"
nm0810997,Roberto Sneider,\N,\N,"director,producer,writer","tt2538222,tt1130981,tt1586680,tt0120679"
nm0811138,Norman Snider,1945,2019,"writer,actor,producer","tt0094964,tt1194417,tt0190174,tt0101492"
